표,컬럼,SQLite선언,PostgreSQL,분류,근거규정
part_prices,negotiated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_prices,min_qty,REAL,bigint,수량,z1048 수량=정수
part_prices,max_qty,REAL,bigint,수량,z1048 수량=정수
part_prices,note,TEXT,text,글자,-
part_prices,approved_by,INTEGER,bigint,정수,-
part_prices,approved_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
part_prices,created_by,INTEGER,bigint,정수,-
part_prices,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
parts,id,INTEGER,bigint identity,기본키(자동증가),-
parts,part_no,TEXT,text,글자,-
parts,part_name,TEXT,text,글자,-
parts,spec,TEXT,text,글자,-
parts,maker,TEXT,text,글자,-
parts,origin,TEXT,text,글자,-
parts,unit,TEXT,text,글자,-
parts,currency,TEXT,text,글자,-
parts,std_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
parts,biz_div,TEXT,text,글자,-
parts,category,TEXT,text,글자,-
parts,note,TEXT,text,글자,-
parts,is_active,INTEGER,bigint,정수,-
parts,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
parts,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
parts,stock_qty,REAL,bigint,수량,z1048 수량=정수
parts,safety_stock,REAL,double precision,실수(비금액),-
parts,location,TEXT,text,글자,-
parts,reorder_point,REAL,double precision,실수(비금액),-
parts,reorder_qty,REAL,bigint,수량,z1048 수량=정수
parts,purchase_prices,TEXT,text,글자,-
parts,purpose,TEXT,text,글자,-
parts,model_name,TEXT,text,글자,-
parts,default_supplier,TEXT,text,글자,-
parts,maker_contact_name,TEXT,text,글자,-
parts,maker_contact_phone,TEXT,text,글자,-
parts,maker_contact_email,TEXT,text,글자,-
parts,vendor1,TEXT,text,글자,-
parts,vendor2,TEXT,text,글자,-
parts,vendor3,TEXT,text,글자,-
parts,part_no_norm,TEXT,text,글자,-
parts,name_norm,TEXT,text,글자,-
payment_terms,id,INTEGER,bigint identity,기본키(자동증가),-
payment_terms,customer_id,INTEGER,bigint,정수,-
payment_terms,terms,TEXT,text,글자,-
payment_terms,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
permission_groups,id,INTEGER,bigint identity,기본키(자동증가),-
permission_groups,name,TEXT,text,글자,-
permission_groups,description,TEXT,text,글자,-
permission_groups,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
permissions,id,INTEGER,bigint identity,기본키(자동증가),-
permissions,name,TEXT,text,글자,-
permissions,scope,TEXT,text,글자,-
permissions,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
permissions,resource,TEXT,text,글자,-
permissions,action,TEXT,text,글자,-
permissions,description,TEXT,text,글자,-
po_item_project_links,id,INTEGER,bigint identity,기본키(자동증가),-
po_item_project_links,po_item_id,INTEGER,bigint,정수,-
po_item_project_links,project_id,INTEGER,bigint,정수,-
po_item_project_links,allocated_qty,REAL,bigint,수량,z1048 수량=정수
po_item_project_links,allocation_pct,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
po_item_project_links,note,TEXT,text,글자,-
po_item_project_links,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
po_item_project_links,created_by,INTEGER,bigint,정수,-
po_items,id,INTEGER,bigint identity,기본키(자동증가),-
po_items,po_id,INTEGER,bigint,정수,-
po_items,line_no,INTEGER,bigint,정수,-
po_items,part_id,INTEGER,bigint,정수,-
po_items,part_no_snapshot,TEXT,text,글자,-
po_items,part_name_snapshot,TEXT,text,글자,-
po_items,spec_snapshot,TEXT,text,글자,-
po_items,unit,TEXT,text,글자,-
po_items,quantity,REAL,bigint,수량,z1048 수량=정수
po_items,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
po_items,amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
po_items,received_qty,REAL,bigint,수량,z1048 수량=정수
po_items,delivery_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
po_items,note,TEXT,text,글자,-
preventive_actions,id,INTEGER,bigint identity,기본키(자동증가),-
preventive_actions,corrective_id,INTEGER,bigint,정수,-
preventive_actions,action,TEXT,text,글자,-
preventive_actions,completed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
preventive_actions,created_by,INTEGER,bigint,정수,-
preventive_actions,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
preventive_actions,lifecycle_status,TEXT,text,글자,-
preventive_actions,approved_by,INTEGER,bigint,정수,-
preventive_actions,approved_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
preventive_actions,verified_by,INTEGER,bigint,정수,-
preventive_actions,verified_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
preventive_actions,effectiveness_note,TEXT,text,글자,-
price_change_history,id,INTEGER,bigint identity,기본키(자동증가),-
price_change_history,part_id,INTEGER,bigint,정수,-
price_change_history,supplier_id,INTEGER,bigint,정수,-
price_change_history,old_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
price_change_history,new_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
price_change_history,change_pct,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
price_change_history,effective_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
price_change_history,note,TEXT,text,글자,-
price_change_history,changed_by,INTEGER,bigint,정수,-
price_change_history,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
prod_request_images,id,INTEGER,bigint identity,기본키(자동증가),-
prod_request_images,prod_request_id,INTEGER,bigint,정수,-
prod_request_images,project_id,INTEGER,bigint,정수,-
prod_request_images,url,TEXT,text,글자,-
prod_request_images,thumb_url,TEXT,text,글자,-
prod_request_images,orig_name,TEXT,text,글자,-
prod_request_images,size,INTEGER,bigint,정수,-
prod_request_images,uploaded_by,INTEGER,bigint,정수,-
prod_request_images,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
prod_requests,id,INTEGER,bigint identity,기본키(자동증가),-
prod_requests,project_id,INTEGER,bigint,정수,-
prod_requests,mgmt_code,TEXT,text,글자,-
prod_requests,cust_req,TEXT,text,글자,-
prod_requests,note,TEXT,text,글자,-
prod_requests,team_ids,TEXT,text,글자,-
prod_requests,dept_names,TEXT,text,글자,-
prod_requests,issued_by,INTEGER,bigint,정수,-
prod_requests,issued_by_name,TEXT,text,글자,-
prod_requests,sent_to,INTEGER,bigint,정수,-
prod_requests,dept_count,INTEGER,bigint,수량,z1048 수량=정수
prod_requests,msg_sent,INTEGER,bigint,정수,-
prod_requests,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
prod_requests,created_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
prod_requests,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
prod_requests,updated_by_name,TEXT,text,글자,-
prod_requests,recipients,TEXT,text,글자,-
prod_requests,wt_team_ids,TEXT,text,글자,-
prod_requests,user_ids,TEXT,text,글자,-
production_orders,id,INTEGER,bigint identity,기본키(자동증가),-
production_orders,order_id,INTEGER,bigint,정수,-
production_orders,planned_start,TEXT,text,글자,-
production_orders,planned_end,TEXT,text,글자,-
production_orders,actual_start,TEXT,text,글자,-
production_orders,actual_end,TEXT,text,글자,-
production_orders,status,TEXT,text,글자,-
production_orders,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_burndown_snapshots,id,INTEGER,bigint identity,기본키(자동증가),-
project_burndown_snapshots,project_id,INTEGER,bigint,정수,-
project_burndown_snapshots,snap_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_burndown_snapshots,total_tasks,INTEGER,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
project_burndown_snapshots,completed_tasks,INTEGER,bigint,정수,-
project_burndown_snapshots,remaining_hours,REAL,double precision,실수(비금액),-
project_burndown_snapshots,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_forecasts,id,INTEGER,bigint identity,기본키(자동증가),-
project_forecasts,project_id,INTEGER,bigint,정수,-
project_forecasts,computed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_forecasts,sample_n,INTEGER,bigint,정수,-
project_forecasts,slope,REAL,double precision,실수(비금액),-
project_forecasts,intercept,REAL,double precision,실수(비금액),-
project_forecasts,r_squared,REAL,double precision,실수(비금액),-
project_forecasts,forecast_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_forecasts,planned_end,TEXT,text,글자,-
project_history,id,INTEGER,bigint identity,기본키(자동증가),-
project_history,project_id,INTEGER,bigint,정수,-
project_history,changed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_history,changed_by,INTEGER,bigint,정수,-
project_history,field,TEXT,text,글자,-
project_history,old_value,TEXT,text,글자,-
project_history,new_value,TEXT,text,글자,-
project_history,note,TEXT,text,글자,-
project_items,id,INTEGER,bigint identity,기본키(자동증가),-
project_items,project_id,INTEGER,bigint,정수,-
project_items,seq,INTEGER,bigint,정수,-
project_items,shipment_form,TEXT,text,글자,-
project_items,item_name,TEXT,text,글자,-
project_items,model_name,TEXT,text,글자,-
project_items,qty,INTEGER,bigint,수량,z1048 수량=정수
project_items,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
project_items,amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
project_items,currency,TEXT,text,글자,-
project_items,is_export,INTEGER,bigint,정수,-
project_items,order_customer_id,INTEGER,bigint,정수,-
project_items,secondary_customer,TEXT,text,글자,-
project_items,final_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
project_items,order_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_items,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_items,ship_to,TEXT,text,글자,-
project_items,note,TEXT,text,글자,-
project_items,order_id,INTEGER,bigint,정수,-
project_items,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_items,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_milestones,id,INTEGER,bigint identity,기본키(자동증가),-
project_milestones,project_id,INTEGER,bigint,정수,-
project_milestones,name,TEXT,text,글자,-
project_milestones,target_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_milestones,completed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_milestones,status,TEXT,text,글자,-
project_milestones,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_phases,id,INTEGER,bigint identity,기본키(자동증가),-
project_phases,project_id,INTEGER,bigint,정수,-
project_phases,phase_code,TEXT,text,글자,-
project_phases,phase_order,INTEGER,bigint,정수,-
project_phases,status,TEXT,text,글자,-
project_phases,progress_pct,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
project_phases,assignee_id,INTEGER,bigint,정수,-
project_phases,assignee_team_id,INTEGER,bigint,정수,-
project_phases,planned_start,TEXT,text,글자,-
project_phases,planned_end,TEXT,text,글자,-
project_phases,actual_start,TEXT,text,글자,-
project_phases,actual_end,TEXT,text,글자,-
project_phases,note,TEXT,text,글자,-
project_phases,updated_by,INTEGER,bigint,정수,-
project_phases,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_retros,id,INTEGER,bigint identity,기본키(자동증가),-
project_retros,project_id,INTEGER,bigint,정수,-
project_retros,author_id,INTEGER,bigint,정수,-
project_retros,went_well,TEXT,text,글자,-
project_retros,went_bad,TEXT,text,글자,-
project_retros,next_action,TEXT,text,글자,-
project_retros,risk_note,TEXT,text,글자,-
project_retros,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_retros,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_stage_log,id,INTEGER,bigint identity,기본키(자동증가),-
project_stage_log,ref_kind,TEXT,text,글자,-
project_stage_log,ref_id,INTEGER,bigint,정수,-
project_stage_log,stage_key,TEXT,text,글자,-
project_stage_log,sub_key,TEXT,text,글자,-
project_stage_log,done,INTEGER,bigint,정수,-
project_stage_log,on_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_stage_log,by_user,INTEGER,bigint,정수,-
project_stage_log,by_name,TEXT,text,글자,-
project_stage_log,memo,TEXT,text,글자,-
project_stage_log,extra,TEXT,text,글자,-
project_stage_log,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_stage_log,started_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_stage_log,started_by,INTEGER,bigint,정수,-
project_stage_log,started_by_name,TEXT,text,글자,-
project_stage_log,hours,REAL,double precision,실수(비금액),-
project_workflow,id,INTEGER,bigint identity,기본키(자동증가),-
project_workflow,project_id,INTEGER,bigint,정수,-
project_workflow,template_id,INTEGER,numeric,비율·환율·중량,z1048 예외(소수 정당)
project_workflow,customer_country,TEXT,text,글자,-
project_workflow,po_entity,TEXT,text,글자,-
project_workflow,mech_design_split,TEXT,text,글자,-
project_workflow,elec_design_split,TEXT,text,글자,-
project_workflow,sw_design_split,TEXT,text,글자,-
project_workflow,processing_loc,TEXT,text,글자,-
project_workflow,ship_entity,TEXT,text,글자,-
project_workflow,setup_loc,TEXT,text,글자,-
project_workflow,status,TEXT,text,글자,-
project_workflow,created_by,INTEGER,bigint,정수,-
project_workflow,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_workflow,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_workflow,mfg_machining,TEXT,text,글자,-
project_workflow,mfg_assembly,TEXT,text,글자,-
project_workflow,mfg_electrical,TEXT,text,글자,-
project_workflow,mfg_verification,TEXT,text,글자,-
project_workflow,ship_split,TEXT,text,글자,-
project_workflow,setup_split,TEXT,text,글자,-
project_workflow,is_mass_revision,INTEGER,bigint,정수,-
project_workflow,machined_po_dept,TEXT,text,글자,-
project_workflow_edges,id,INTEGER,bigint identity,기본키(자동증가),-
project_workflow_edges,workflow_id,INTEGER,bigint,정수,-
project_workflow_edges,from_node_id,INTEGER,bigint,정수,-
project_workflow_edges,to_node_id,INTEGER,bigint,정수,-
project_workflow_edges,edge_type,TEXT,text,글자,-
project_workflow_node_checkpoints,id,INTEGER,bigint identity,기본키(자동증가),-
project_workflow_node_checkpoints,pwfn_id,INTEGER,bigint,정수,-
project_workflow_node_checkpoints,label,TEXT,text,글자,-
project_workflow_node_checkpoints,is_done,INTEGER,bigint,정수,-
project_workflow_node_checkpoints,done_by,INTEGER,bigint,정수,-
project_workflow_node_checkpoints,done_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_workflow_node_checkpoints,seq,INTEGER,bigint,정수,-
project_workflow_nodes,id,INTEGER,bigint identity,기본키(자동증가),-
project_workflow_nodes,workflow_id,INTEGER,bigint,정수,-
project_workflow_nodes,node_code,TEXT,text,글자,-
project_workflow_nodes,seq,INTEGER,bigint,정수,-
project_workflow_nodes,assigned_entity,TEXT,text,글자,-
project_workflow_nodes,assigned_user_id,INTEGER,bigint,정수,-
project_workflow_nodes,status,TEXT,text,글자,-
project_workflow_nodes,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_workflow_nodes,done_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
project_workflow_nodes,note,TEXT,text,글자,-
project_workflow_nodes,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,id,INTEGER,bigint identity,기본키(자동증가),-
projects,code,TEXT,text,글자,-
projects,name,TEXT,text,글자,-
projects,customer_id,INTEGER,bigint,정수,-
projects,type,TEXT,text,글자,-
projects,status,TEXT,text,글자,-
projects,pm_id,INTEGER,bigint,정수,-
projects,start_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,end_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,mgmt_code,TEXT,text,글자,-
projects,equip_type,TEXT,text,글자,-
projects,year_month,TEXT,text,글자,-
projects,model_name,TEXT,text,글자,-
projects,server_path,TEXT,text,글자,-
projects,lead_user_id,INTEGER,bigint,정수,-
projects,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,biz_div,TEXT,text,글자,-
projects,stage,TEXT,text,글자,-
projects,po_type,TEXT,text,글자,-
projects,customer_name,TEXT,text,글자,-
projects,customer_po,TEXT,text,글자,-
projects,currency,TEXT,text,글자,-
projects,order_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
projects,order_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,due_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,pm_name,TEXT,text,글자,-
projects,sales_name,TEXT,text,글자,-
projects,logi_note,TEXT,text,글자,-
projects,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,is_export,INTEGER,bigint,정수,-
projects,unit_qty,INTEGER,bigint,수량,z1048 수량=정수
projects,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
projects,project_type,TEXT,text,글자,-
projects,parent_project_id,INTEGER,bigint,정수,-
projects,fx_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
projects,amount_krw,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
projects,proposal_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,quotation_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
projects,proposal_submitted,INTEGER,bigint,정수,-
projects,proposal_memo,TEXT,text,글자,-
projects,quotation_submitted,INTEGER,bigint,정수,-
projects,quotation_memo,TEXT,text,글자,-
projects,shipment_form,TEXT,text,글자,-
projects,customer_country,TEXT,text,글자,-
projects,po_entity,TEXT,text,글자,-
projects,ship_entity,TEXT,text,글자,-
projects,expected_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
projects,cc_name,TEXT,text,글자,-
projects,cc_dept,TEXT,text,글자,-
projects,cc_position,TEXT,text,글자,-
projects,cc_phone,TEXT,text,글자,-
projects,cc_email,TEXT,text,글자,-
projects,cc_note,TEXT,text,글자,-
projects,two_tier_order,INTEGER,bigint,정수,-
projects,secondary_customer,TEXT,text,글자,-
projects,final_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
projects,equip_name,TEXT,text,글자,-
projects,form_type,TEXT,text,글자,-
projects,engraving,TEXT,text,글자,-
projects,is_archived,INTEGER,bigint,정수,-
purchase_orders,id,INTEGER,bigint identity,기본키(자동증가),-
purchase_orders,po_number,TEXT,text,글자,-
purchase_orders,project_id,INTEGER,bigint,정수,-
purchase_orders,supplier_id,INTEGER,bigint,정수,-
purchase_orders,order_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
purchase_orders,expected_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
purchase_orders,currency,TEXT,text,글자,-
purchase_orders,exchange_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
purchase_orders,total_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
purchase_orders,status,TEXT,text,글자,-
purchase_orders,shipping_terms,TEXT,text,글자,-
purchase_orders,payment_terms,TEXT,text,글자,-
purchase_orders,po_type,TEXT,text,글자,-
purchase_orders,created_by,INTEGER,bigint,정수,-
purchase_orders,note,TEXT,text,글자,-
purchase_orders,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
purchase_orders,updated_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_disposition,id,INTEGER,bigint identity,기본키(자동증가),-
qc_disposition,qc_inspection_id,INTEGER,bigint,정수,-
qc_disposition,action,TEXT,text,글자,-
qc_disposition,decided_by,INTEGER,bigint,정수,-
qc_disposition,decided_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_disposition,note,TEXT,text,글자,-
qc_inspection_items,id,INTEGER,bigint identity,기본키(자동증가),-
qc_inspection_items,report_id,INTEGER,bigint,정수,-
qc_inspection_items,line_no,INTEGER,bigint,정수,-
qc_inspection_items,item_name,TEXT,text,글자,-
qc_inspection_items,spec_value,TEXT,text,글자,-
qc_inspection_items,measured_value,TEXT,text,글자,-
qc_inspection_items,judgment,TEXT,text,글자,-
qc_inspection_items,remarks,TEXT,text,글자,-
qc_inspection_reports,id,INTEGER,bigint identity,기본키(자동증가),-
qc_inspection_reports,report_no,TEXT,text,글자,-
qc_inspection_reports,customer_id,INTEGER,bigint,정수,-
qc_inspection_reports,customer_name,TEXT,text,글자,-
qc_inspection_reports,order_id,INTEGER,bigint,정수,-
qc_inspection_reports,order_no,TEXT,text,글자,-
qc_inspection_reports,part_id,INTEGER,bigint,정수,-
qc_inspection_reports,machine_model,TEXT,text,글자,-
qc_inspection_reports,machine_serial,TEXT,text,글자,-
qc_inspection_reports,inspection_date,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_inspection_reports,inspector_id,INTEGER,bigint,정수,-
qc_inspection_reports,inspector_name,TEXT,text,글자,-
qc_inspection_reports,qa_manager_id,INTEGER,bigint,정수,-
qc_inspection_reports,qa_manager_name,TEXT,text,글자,-
qc_inspection_reports,overall,TEXT,text,글자,-
qc_inspection_reports,issued_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_inspection_reports,sent_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_inspection_reports,status,TEXT,text,글자,-
qc_inspection_reports,remarks,TEXT,text,글자,-
qc_inspection_reports,created_by,INTEGER,bigint,정수,-
qc_inspection_reports,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_inspections,id,INTEGER,bigint identity,기본키(자동증가),-
qc_inspections,po_item_id,INTEGER,bigint,정수,-
qc_inspections,receipt_id,INTEGER,bigint,정수,-
qc_inspections,inspector_id,INTEGER,bigint,정수,-
qc_inspections,inspected_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
qc_inspections,pass_qty,REAL,bigint,수량,z1048 수량=정수
qc_inspections,fail_qty,REAL,bigint,수량,z1048 수량=정수
qc_inspections,fail_reason,TEXT,text,글자,-
qc_inspections,status,TEXT,text,글자,-
qms_audit_log,id,INTEGER,bigint identity,기본키(자동증가),-
qms_audit_log,issue_id,INTEGER,bigint,정수,-
qms_audit_log,action,TEXT,text,글자,-
qms_audit_log,actor,INTEGER,bigint,정수,-
qms_audit_log,note,TEXT,text,글자,-
qms_audit_log,timestamp,TEXT,text,글자,-
quotation_history,id,INTEGER,bigint identity,기본키(자동증가),-
quotation_history,quotation_id,INTEGER,bigint,정수,-
quotation_history,changed_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
quotation_history,changed_by,INTEGER,bigint,정수,-
quotation_history,field,TEXT,text,글자,-
quotation_history,old_value,TEXT,text,글자,-
quotation_history,new_value,TEXT,text,글자,-
quotation_history,note,TEXT,text,글자,-
quotation_items,id,INTEGER,bigint identity,기본키(자동증가),-
quotation_items,quotation_id,INTEGER,bigint,정수,-
quotation_items,line_no,INTEGER,bigint,정수,-
quotation_items,part_id,INTEGER,bigint,정수,-
quotation_items,item_name,TEXT,text,글자,-
quotation_items,qty,REAL,bigint,수량,z1048 수량=정수
quotation_items,unit,TEXT,text,글자,-
quotation_items,unit_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
quotation_items,total_price,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
quotation_items,note,TEXT,text,글자,-
quotation_items,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
quotations,id,INTEGER,bigint identity,기본키(자동증가),-
quotations,quote_no,TEXT,text,글자,-
quotations,customer_id,INTEGER,bigint,정수,-
quotations,total_amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
quotations,valid_until,TEXT,text,글자,-
quotations,version,INTEGER,bigint,정수,-
quotations,status,TEXT,text,글자,-
quotations,created_by,INTEGER,bigint,정수,-
quotations,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
rate_alerts,id,INTEGER,bigint identity,기본키(자동증가),-
rate_alerts,target_currency,TEXT,text,글자,-
rate_alerts,threshold,REAL,double precision,실수(비금액),-
rate_alerts,direction,TEXT,text,글자,-
rate_alerts,is_active,INTEGER,bigint,정수,-
rate_alerts,triggered_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
rate_alerts,created_by,INTEGER,bigint,정수,-
rate_alerts,created_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
receipts,id,INTEGER,bigint identity,기본키(자동증가),-
receipts,po_id,INTEGER,bigint,정수,-
receipts,received_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
receipts,received_by,INTEGER,bigint,정수,-
receipts,total_qty,REAL,bigint,수량,z1048 수량=정수
receipts,qc_inspection_id,INTEGER,bigint,정수,-
receipts,status,TEXT,text,글자,-
receipts,note,TEXT,text,글자,-
receipts_payment,id,INTEGER,bigint identity,기본키(자동증가),-
receipts_payment,order_id,INTEGER,bigint,정수,-
receipts_payment,received_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
receipts_payment,amount,REAL,numeric,금액,z1026 원화=정수·외화 2자리 / 부동소수점 금지
receipts_payment,method,TEXT,text,글자,-
receipts_payment,received_by,INTEGER,bigint,정수,-
receipts_payment,note,TEXT,text,글자,-
receipts_payment,currency,TEXT,text,글자,-
receipts_payment,fx_rate,REAL,numeric,비율·환율·중량,z1048 예외(소수 정당)
retired_mgmt_codes,mgmt_code,TEXT,text,글자,-
retired_mgmt_codes,retired_at,TEXT,text,날짜·시각,WP-02 대표결정(1차 글자 유지)+시간대표준 v1
retired_mgmt_codes,retired_by,TEXT,text,글자,-
retired_mgmt_codes,project_name,TEXT,text,글자,-
retired_mgmt_codes,reason,TEXT,text,글자,-
